example_id,split_0,split_1,split_2,split_3,split_4
5622,train,valid,train,train,train
8465,valid,train,train,train,train
6219,train,valid,train,train,train
6468,train,train,train,valid,train
5225,train,train,train,valid,train
4989,train,train,valid,train,train
8261,train,train,train,valid,train
4201,train,train,train,train,valid
6809,train,train,train,valid,train
490,train,train,valid,train,train
5923,train,train,valid,train,train
6414,train,train,train,valid,train
1354,train,train,valid,train,train
9599,train,valid,train,train,train
920,train,train,valid,train,train
4613,valid,train,train,train,train
6733,train,train,train,train,valid
3568,train,valid,train,train,train
4689,train,valid,train,train,train
2733,train,train,train,train,valid
4393,train,train,train,train,valid
4951,valid,train,train,train,train
656,train,train,train,valid,train
2072,train,train,train,train,valid
4900,valid,train,train,train,train
9368,train,train,valid,train,train
6635,train,train,valid,train,train
7573,train,train,valid,train,train
8385,train,train,train,valid,train
7827,train,train,train,train,valid
9132,train,valid,train,train,train
1163,train,train,valid,train,train
209,valid,train,train,train,train
6721,train,train,valid,train,train
4611,train,train,valid,train,train
4935,train,train,train,train,valid
3108,train,valid,train,train,train
6445,train,train,valid,train,train
3686,train,train,valid,train,train
4341,train,train,valid,train,train
3762,valid,train,train,train,train
1849,train,train,train,valid,train
7469,train,valid,train,train,train
3339,train,train,valid,train,train
1710,valid,train,train,train,train
6637,train,valid,train,train,train
883,train,train,train,train,valid
7034,train,valid,train,train,train
3702,train,train,train,train,valid
6392,train,train,valid,train,train
4857,train,other,other,other,other
9839,train,other,other,other,other
9618,train,other,other,other,other
557,train,other,other,other,other
9625,train,other,other,other,other
9432,train,other,other,other,other
6535,train,other,other,other,other
6138,train,other,other,other,other
1920,train,other,other,other,other
9574,train,other,other,other,other
3527,train,other,other,other,other
9914,train,other,other,other,other
4509,train,other,other,other,other
5604,train,other,other,other,other
3817,train,other,other,other,other
6470,train,other,other,other,other
269,train,other,other,other,other
4080,train,other,other,other,other
9230,train,other,other,other,other
2981,train,other,other,other,other
1694,train,other,other,other,other
3841,train,other,other,other,other
6285,train,other,other,other,other
2632,train,other,other,other,other
8635,train,other,other,other,other
5955,train,other,other,other,other
5667,train,other,other,other,other
9192,train,other,other,other,other
2583,train,other,other,other,other
6242,train,other,other,other,other
725,train,other,other,other,other
9233,train,other,other,other,other
9431,train,other,other,other,other
2974,train,other,other,other,other
7192,train,other,other,other,other
5772,train,other,other,other,other
334,train,other,other,other,other
7582,train,other,other,other,other
4968,train,other,other,other,other
5277,train,other,other,other,other
1902,train,other,other,other,other
2279,train,other,other,other,other
101,train,other,other,other,other
4913,train,other,other,other,other
962,train,other,other,other,other
645,train,other,other,other,other
9843,train,other,other,other,other
4897,train,other,other,other,other
7112,train,other,other,other,other
457,train,other,other,other,other
8727,train,other,other,other,other
9193,train,other,other,other,other
4222,train,other,other,other,other
4979,train,other,other,other,other
7799,train,other,other,other,other
6483,train,other,other,other,other
3221,train,other,other,other,other
379,train,other,other,other,other
5112,train,other,other,other,other
7586,train,other,other,other,other
894,train,other,other,other,other
4592,train,other,other,other,other
8159,train,other,other,other,other
9978,train,other,other,other,other
4465,train,other,other,other,other
6674,train,other,other,other,other
911,train,other,other,other,other
5279,train,other,other,other,other
5959,train,other,other,other,other
7331,train,other,other,other,other
6178,train,other,other,other,other
4561,train,other,other,other,other
7790,train,other,other,other,other
1102,train,other,other,other,other
3831,train,other,other,other,other
6459,train,other,other,other,other
7777,train,other,other,other,other
5926,train,other,other,other,other
1482,train,other,other,other,other
9998,train,other,other,other,other
1358,train,other,other,other,other
9576,train,other,other,other,other
8481,train,other,other,other,other
2954,train,other,other,other,other
6466,train,other,other,other,other
358,train,other,other,other,other
6836,train,other,other,other,other
8997,train,other,other,other,other
1323,train,other,other,other,other
1275,train,other,other,other,other
8363,train,other,other,other,other
3428,train,other,other,other,other
4980,train,other,other,other,other
8415,train,other,other,other,other
4582,train,other,other,other,other
15,train,other,other,other,other
4125,train,other,other,other,other
9439,train,other,other,other,other
632,train,other,other,other,other
6233,train,other,other,other,other
7543,train,other,other,other,other
8846,train,other,other,other,other
2881,train,other,other,other,other
7228,train,other,other,other,other
4191,train,other,other,other,other
9799,train,other,other,other,other
4702,train,other,other,other,other
2256,train,other,other,other,other
394,train,other,other,other,other
3699,train,other,other,other,other
9022,train,other,other,other,other
9290,train,other,other,other,other
4423,train,other,other,other,other
7568,train,other,other,other,other
5965,train,other,other,other,other
7204,train,other,other,other,other
5821,train,other,other,other,other
4636,train,other,other,other,other
8863,train,other,other,other,other
5335,train,other,other,other,other
262,train,other,other,other,other
1611,train,other,other,other,other
3140,train,other,other,other,other
318,train,other,other,other,other
447,train,other,other,other,other
2135,train,other,other,other,other
4087,train,other,other,other,other
5589,train,other,other,other,other
7024,train,other,other,other,other
512,train,other,other,other,other
599,train,other,other,other,other
9668,train,other,other,other,other
6439,train,other,other,other,other
9087,train,other,other,other,other
6055,train,other,other,other,other
3443,train,other,other,other,other
7715,train,other,other,other,other
9590,train,other,other,other,other
4774,train,other,other,other,other
4766,train,other,other,other,other
2704,train,other,other,other,other
8821,train,other,other,other,other
8255,train,other,other,other,other
9908,train,other,other,other,other
4934,train,other,other,other,other
6971,train,other,other,other,other
7463,train,other,other,other,other
8340,train,other,other,other,other
9382,train,other,other,other,other
3349,train,other,other,other,other
651,train,other,other,other,other
4676,train,other,other,other,other
4412,train,other,other,other,other
1364,train,other,other,other,other
166,train,other,other,other,other
4541,train,other,other,other,other
4812,train,other,other,other,other
3658,train,other,other,other,other
5196,train,other,other,other,other
2004,train,other,other,other,other
6749,train,other,other,other,other
8690,train,other,other,other,other
7111,train,other,other,other,other
8655,train,other,other,other,other
1844,train,other,other,other,other
5748,train,other,other,other,other
8718,train,other,other,other,other
4424,train,other,other,other,other
5685,train,other,other,other,other
2495,train,other,other,other,other
9435,train,other,other,other,other
5947,train,other,other,other,other
2349,train,other,other,other,other
1050,train,other,other,other,other
7215,train,other,other,other,other
7193,train,other,other,other,other
9612,train,other,other,other,other
3528,train,other,other,other,other
8482,train,other,other,other,other
2336,train,other,other,other,other
8099,train,other,other,other,other
9529,train,other,other,other,other
8653,train,other,other,other,other
5543,train,other,other,other,other
4990,train,other,other,other,other
3173,train,other,other,other,other
5331,train,other,other,other,other
2627,train,other,other,other,other
4537,train,other,other,other,other
5245,train,other,other,other,other
2633,train,other,other,other,other
7031,train,other,other,other,other
7937,train,other,other,other,other
9776,train,other,other,other,other
5128,train,other,other,other,other
5401,train,other,other,other,other
8517,train,other,other,other,other
2302,train,other,other,other,other
4328,train,other,other,other,other
2225,train,other,other,other,other
